timestamp,open,high,low,close,volume
2026-05-01T00:00:00Z,76291.7,76444.0,76278.0,76442.8,5427.0
2026-05-01T00:05:00Z,76442.8,76468.1,76401.6,76460.1,8910.0
2026-05-01T00:10:00Z,76460.0,76460.0,76406.6,76422.4,551.0
2026-05-01T00:15:00Z,76433.0,76533.7,76433.0,76450.0,23522.0
2026-05-01T00:20:00Z,76450.0,76470.0,76426.4,76446.3,56753.0
2026-05-01T00:25:00Z,76446.3,76480.0,76446.3,76480.0,496.0
2026-05-01T00:30:00Z,76480.0,76512.0,76435.1,76444.7,3582.0
2026-05-01T00:35:00Z,76431.7,76461.1,76413.5,76423.1,5259.0
2026-05-01T00:40:00Z,76423.1,76493.3,76423.1,76488.5,2458.0
2026-05-01T00:45:00Z,76488.5,76550.7,76448.3,76448.3,10065.0
2026-05-01T00:50:00Z,76448.4,76454.6,76405.5,76415.1,1753.0
2026-05-01T00:55:00Z,76414.6,76423.9,76350.3,76415.1,6742.0
2026-05-01T01:00:00Z,76422.0,76440.0,76407.9,76423.3,2716.0
2026-05-01T01:05:00Z,76423.8,76538.7,76423.8,76516.6,5038.0
2026-05-01T01:10:00Z,76524.4,76548.8,76489.9,76515.0,7041.0
2026-05-01T01:15:00Z,76521.6,76586.0,76521.6,76569.9,15374.0
2026-05-01T01:20:00Z,76566.6,76586.0,76521.3,76526.7,9614.0
2026-05-01T01:25:00Z,76526.7,76526.7,76488.1,76495.6,5859.0
2026-05-01T01:30:00Z,76495.6,76530.0,76488.1,76527.2,2861.0
2026-05-01T01:35:00Z,76529.2,76554.9,76527.3,76541.4,4839.0
2026-05-01T01:40:00Z,76541.4,76596.0,76541.4,76580.3,7861.0
2026-05-01T01:45:00Z,76580.5,76688.0,76571.4,76650.0,37042.0
2026-05-01T01:50:00Z,76643.4,76717.9,76643.4,76686.9,52389.0
2026-05-01T01:55:00Z,76686.8,76737.4,76623.1,76644.0,15309.0
2026-05-01T02:00:00Z,76644.0,76648.3,76568.9,76630.9,24401.0
2026-05-01T02:05:00Z,76631.0,76700.0,76591.5,76674.1,10763.0
2026-05-01T02:10:00Z,76674.1,76674.1,76624.0,76624.0,22936.0
2026-05-01T02:15:00Z,76630.0,76688.0,76595.0,76595.0,3879.0
2026-05-01T02:20:00Z,76582.7,76589.5,76559.9,76587.4,2302.0
2026-05-01T02:25:00Z,76587.4,76600.0,76584.2,76584.2,1929.0
2026-05-01T02:30:00Z,76593.5,76596.6,76519.4,76530.0,15878.0
2026-05-01T02:35:00Z,76533.9,76599.6,76533.9,76574.5,4917.0
2026-05-01T02:40:00Z,76567.9,76569.5,76550.5,76550.5,2452.0
2026-05-01T02:45:00Z,76547.3,76556.0,76527.1,76553.4,1182.0
2026-05-01T02:50:00Z,76553.4,76576.7,76530.0,76530.0,1287.0
2026-05-01T02:55:00Z,76525.0,76552.8,76493.5,76552.8,2762.0
2026-05-01T03:00:00Z,76552.8,76552.8,76510.0,76510.0,4677.0
2026-05-01T03:05:00Z,76510.0,76625.5,76510.0,76617.8,13547.0
2026-05-01T03:10:00Z,76617.8,76666.8,76617.7,76651.8,8672.0
2026-05-01T03:15:00Z,76651.8,77184.1,76651.8,77184.0,173487.0
2026-05-01T03:20:00Z,77184.1,77420.1,77165.6,77277.9,110843.0
2026-05-01T03:25:00Z,77274.2,77300.0,77137.3,77152.0,41571.0
2026-05-01T03:30:00Z,77151.5,77220.8,77139.9,77184.4,6834.0
2026-05-01T03:35:00Z,77193.9,77249.5,77081.5,77090.4,12707.0
2026-05-01T03:40:00Z,77080.0,77130.0,77034.0,77116.9,27637.0
2026-05-01T03:45:00Z,77127.0,77150.0,77094.9,77115.2,18714.0
2026-05-01T03:50:00Z,77119.0,77157.5,77100.0,77100.7,5876.0
2026-05-01T03:55:00Z,77100.6,77100.6,77030.0,77082.6,19264.0
2026-05-01T04:00:00Z,77089.0,77121.1,77030.1,77074.2,11456.0
2026-05-01T04:05:00Z,77081.5,77117.2,77065.1,77091.2,5406.0
2026-05-01T04:10:00Z,77091.2,77133.9,77068.3,77069.8,10072.0
2026-05-01T04:15:00Z,77081.4,77171.0,77081.4,77152.1,13869.0
2026-05-01T04:20:00Z,77152.2,77152.2,77084.5,77123.9,16032.0
2026-05-01T04:25:00Z,77124.0,77137.9,76920.0,76981.6,10769.0
2026-05-01T04:30:00Z,76979.1,77045.5,76957.6,77039.5,5481.0
2026-05-01T04:35:00Z,77039.5,77050.0,77010.0,77046.8,4708.0
2026-05-01T04:40:00Z,77040.2,77050.1,76978.1,77046.4,16813.0
2026-05-01T04:45:00Z,77039.5,77039.5,77007.0,77012.6,2728.0
2026-05-01T04:50:00Z,77012.6,77073.8,77012.5,77015.0,2516.0
2026-05-01T04:55:00Z,77015.7,77031.0,76987.7,76997.3,3855.0
2026-05-01T05:00:00Z,76997.5,77075.8,76988.4,77075.8,2924.0
2026-05-01T05:05:00Z,77075.9,77147.5,77069.2,77114.8,9425.0
2026-05-01T05:10:00Z,77119.8,77128.5,77097.6,77100.0,598.0
2026-05-01T05:15:00Z,77100.0,77105.6,77021.2,77024.6,6593.0
2026-05-01T05:20:00Z,77024.7,77069.2,77024.7,77060.0,1952.0
